    0.248276323080062866E+03    0.138929457664489746E+03    0.600000000000000000E+02   -0.654090171730165935E+03   -0.668461146725127175E+01    1
    0.235450327396392822E+03    0.135966324806213379E+03    0.600000000000000000E+02   -0.653805855031144461E+03   -0.668586146725130259E+01    1
    0.241626396775245667E+03    0.136315923929214478E+03    0.600000000000000000E+02   -0.653582962043031557E+03   -0.668711146725128192E+01    1
    0.205931574106216431E+03    0.138585662841796875E+03    0.600000000000000000E+02   -0.653083449058719793E+03   -0.668836146725129232E+01    1
    0.200744271278381348E+03    0.135269626379013062E+03    0.600000000000000000E+02   -0.653029080176019875E+03   -0.668961146725132405E+01    1
    0.222473889589309692E+03    0.137183049917221069E+03    0.600000000000000000E+02   -0.652949600766430081E+03   -0.669086146725131048E+01    1
    0.181719392538070679E+03    0.139486498832702637E+03    0.600000000000000000E+02   -0.652465495257834618E+03   -0.669211146725130490E+01    1
    0.178003668785095215E+03    0.139446222782135010E+03    0.600000000000000000E+02   -0.651931938249032214E+03   -0.669336146725130110E+01    1
    0.196301847696304321E+03    0.137738492488861084E+03    0.600000000000000000E+02   -0.651807197225125719E+03   -0.669461146725131684E+01    1
    0.189486205577850342E+03    0.136935267448425293E+03    0.600000000000000000E+02   -0.650988018086563557E+03   -0.669586146725134768E+01    1
    0.170334339141845703E+03    0.138946387767791748E+03    0.600000000000000000E+02   -0.649964803243845381E+03   -0.669711146725131989E+01    1
    0.169572323560714722E+03    0.140273641347885132E+03    0.600000000000000000E+02   -0.649540758534572319E+03   -0.669836146725130810E+01    1
    0.195244550704956055E+03    0.140694737434387207E+03    0.600000000000000000E+02   -0.648913865106045705E+03   -0.669961146725131229E+01    1
    0.201647877693176270E+03    0.141063745021820068E+03    0.600000000000000000E+02   -0.646323256665230929E+03   -0.670086146725129783E+01    1
    0.219435006380081177E+03    0.133871337175369263E+03    0.600000000000000000E+02   -0.645540141689249708E+03   -0.670211146725128071E+01    1
    0.169553667306900024E+03    0.134410353899002075E+03    0.600000000000000000E+02   -0.644299224706806626E+03   -0.670336146725128135E+01    1
    0.241470515727996826E+03    0.141600476503372192E+03    0.600000000000000000E+02   -0.642530600747513745E+03   -0.670461146725132195E+01    1
    0.188187509775161743E+03    0.141528185606002808E+03    0.600000000000000000E+02   -0.642045313260925695E+03   -0.670586146725133059E+01    1
    0.144993424415588379E+03    0.136445850133895874E+03    0.600000000000000000E+02   -0.641401275913823611E+03   -0.670711146725132412E+01    1
    0.140671789646148682E+03    0.140554264783859253E+03    0.600000000000000000E+02   -0.639668271410648799E+03   -0.670836146725130700E+01    1
    0.240199193358421326E+03    0.142563872337341309E+03    0.600000000000000000E+02   -0.635680520403376363E+03   -0.670961146725127477E+01    1
    0.242581188678741455E+03    0.131825680732727051E+03    0.600000000000000000E+02   -0.631920926051211040E+03   -0.671086146725129939E+01    1
    0.177864491939544678E+03    0.132398418188095093E+03    0.600000000000000000E+02   -0.630739330113045753E+03   -0.671211146725129915E+01    1
    0.158778727054595947E+03    0.142660206556320190E+03    0.600000000000000000E+02   -0.630707364765491775E+03   -0.671336146725130778E+01    1
