    0.651992801260239645E+02    0.325629026597325719E+02    0.600000000000000000E+02   -0.437525666404305582E+02
    0.480886902602280912E+02    0.234280706768562510E+02    0.600000000000000000E+02   -0.417973668176344901E+02
    0.487836421129271685E+02    0.234679600793661081E+02    0.600000000000000000E+02   -0.412841624804665841E+02
    0.452282025021152023E+02    0.260581687138197537E+02    0.600000000000000000E+02   -0.406733595595052293E+02
    0.652544328167413710E+02    0.303138606301832461E+02    0.600000000000000000E+02   -0.405667731782198189E+02
    0.548699967963378725E+02    0.223549690428695591E+02    0.600000000000000000E+02   -0.403726670636339193E+02
    0.649688055664996398E+02    0.303510974566600780E+02    0.600000000000000000E+02   -0.403619590765220551E+02
    0.464681234952473119E+02    0.257486603960270131E+02    0.600000000000000000E+02   -0.399737395809805989E+02
    0.479576254834951143E+02    0.249776411532700315E+02    0.600000000000000000E+02   -0.398503651077057697E+02
    0.432925580792390932E+02    0.334231957043940895E+02    0.600000000000000000E+02   -0.398487053030863834E+02
    0.576059291393005495E+02    0.224502264277331420E+02    0.600000000000000000E+02   -0.398415304466556535E+02
    0.629366324127105514E+02    0.228787425743512856E+02    0.600000000000000000E+02   -0.397104088322114563E+02
    0.445720549912238795E+02    0.277856562897098520E+02    0.600000000000000000E+02   -0.396107552652967456E+02
    0.568911044563882129E+02    0.342646607073536700E+02    0.600000000000000000E+02   -0.395995355301337781E+02
    0.464219735388596320E+02    0.261446252379331803E+02    0.600000000000000000E+02   -0.395552898994204440E+02
    0.658110052705216617E+02    0.249247244477955157E+02    0.600000000000000000E+02   -0.395335479450736926E+02
    0.660804109237123356E+02    0.283171990553660109E+02    0.600000000000000000E+02   -0.394206488132236927E+02
    0.644073953019271528E+02    0.298322342460463723E+02    0.600000000000000000E+02   -0.394148063462926501E+02
    0.631378779549869336E+02    0.233441560715913141E+02    0.600000000000000000E+02   -0.393469129517628318E+02
    0.543451911138814339E+02    0.349472717528250527E+02    0.600000000000000000E+02   -0.393328446963452194E+02
    0.533197287886254472E+02    0.352035861593975241E+02    0.600000000000000000E+02   -0.393087925891416745E+02
    0.648993344396633063E+02    0.244769374816329091E+02    0.600000000000000000E+02   -0.392627782107419989E+02
    0.515878914785378981E+02    0.240482539373460504E+02    0.600000000000000000E+02   -0.390925161483517769E+02
    0.484608847808837666E+02    0.355344461875981636E+02    0.600000000000000000E+02   -0.390578360308462393E+02
    0.524163480958228831E+02    0.238439572572460818E+02    0.600000000000000000E+02   -0.390482321672754011E+02
    0.513950825996566394E+02    0.241488180506067636E+02    0.600000000000000000E+02   -0.390431818727158628E+02
    0.465713406115012560E+02    0.265547870625956257E+02    0.600000000000000000E+02   -0.389969250872840050E+02
    0.593250445924268419E+02    0.328907641686357408E+02    0.600000000000000000E+02   -0.389916860026214351E+02
    0.474975544015483777E+02    0.259652355169042757E+02    0.600000000000000000E+02   -0.389473640435837609E+02
    0.553789694313081142E+02    0.233561168159966499E+02    0.600000000000000000E+02   -0.389290395144858223E+02
    0.447317462583668259E+02    0.340173418076740575E+02    0.600000000000000000E+02   -0.389280375117051705E+02
    0.530533370751099227E+02    0.237878334891673369E+02    0.600000000000000000E+02   -0.389168710830428424E+02
    0.564346913795507064E+02    0.340234159306091470E+02    0.600000000000000000E+02   -0.388755515897015869E+02
    0.452922389973520936E+02    0.344404537107895621E+02    0.600000000000000000E+02   -0.388670711173593446E+02
    0.616662301572614169E+02    0.235924532356569507E+02    0.600000000000000000E+02   -0.388324759727664102E+02
    0.657137803976940091E+02    0.274328383206105073E+02    0.600000000000000000E+02   -0.388233016316166868E+02
    0.657914868315312020E+02    0.266445846971953202E+02    0.600000000000000000E+02   -0.388210047067623947E+02
    0.439543277504588232E+02    0.323003757435215491E+02    0.600000000000000000E+02   -0.387905994066340511E+02
    0.656534417754753719E+02    0.263765088755096535E+02    0.600000000000000000E+02   -0.387874643293684755E+02
    0.523800227764621553E+02    0.350862579110559949E+02    0.600000000000000000E+02   -0.387321042682702554E+02
    0.643247660697415284E+02    0.291291531795668099E+02    0.600000000000000000E+02   -0.387215736852327765E+02
    0.481020394311875847E+02    0.258067019541944518E+02    0.600000000000000000E+02   -0.387196777445029170E+02
    0.448196173344770159E+02    0.337664315061857749E+02    0.600000000000000000E+02   -0.386935892254239704E+02
    0.464751294646748789E+02    0.269848678030934899E+02    0.600000000000000000E+02   -0.386457692338724712E+02
    0.654512423728226338E+02    0.272970240543867639E+02    0.600000000000000000E+02   -0.386432167916986486E+02
    0.613597089062593852E+02    0.237637784883398417E+02    0.600000000000000000E+02   -0.386362102137335341E+02
    0.654381349191280322E+02    0.269824210454523197E+02    0.600000000000000000E+02   -0.386113855986957759E+02
    0.442745777382428258E+02    0.297287070918524705E+02    0.600000000000000000E+02   -0.386078433269063623E+02
    0.539387974553425948E+02    0.346249406643370037E+02    0.600000000000000000E+02   -0.385650539379902497E+02
    0.587811594082836706E+02    0.235239574944615839E+02    0.600000000000000000E+02   -0.385556530719416344E+02
    0.618446570678619452E+02    0.240351875780046882E+02    0.600000000000000000E+02   -0.385297269966936113E+02
    0.574889209793264300E+02    0.333881968874230282E+02    0.600000000000000000E+02   -0.384857017606639076E+02
    0.628121452846193691E+02    0.245887241344592411E+02    0.600000000000000000E+02   -0.384621117238426180E+02
    0.564877849321053560E+02    0.337531459538966772E+02    0.600000000000000000E+02   -0.384556755288075323E+02
    0.493230560818990114E+02    0.351879072309122449E+02    0.600000000000000000E+02   -0.384324541187155546E+02
    0.633595044849849387E+02    0.251127422457006340E+02    0.600000000000000000E+02   -0.383902989682705709E+02
    0.634538262444904433E+02    0.295170457051241328E+02    0.600000000000000000E+02   -0.383893801278653655E+02
    0.442458821963344207E+02    0.314916306974670057E+02    0.600000000000000000E+02   -0.383737502579898475E+02
    0.612875662506448933E+02    0.240915747277809977E+02    0.600000000000000000E+02   -0.383719473115185394E+02
    0.532553946761162322E+02    0.242205216723294718E+02    0.600000000000000000E+02   -0.383414963873124961E+02
    0.529900201419925523E+02    0.242935703849375457E+02    0.600000000000000000E+02   -0.383293505640835264E+02
    0.544854251154408544E+02    0.342929161084699032E+02    0.600000000000000000E+02   -0.382746288618632065E+02
    0.566893669903166995E+02    0.335605001404774939E+02    0.600000000000000000E+02   -0.382662340310148110E+02
    0.642281181848330505E+02    0.258439275473254710E+02    0.600000000000000000E+02   -0.382649001808668459E+02
    0.607175169125520995E+02    0.240952696295954816E+02    0.600000000000000000E+02   -0.382635971674049529E+02
    0.603916212880698495E+02    0.240413718194593535E+02    0.600000000000000000E+02   -0.382529474189947720E+02
    0.569523539287335367E+02    0.238367406865087261E+02    0.600000000000000000E+02   -0.382239638039783429E+02
    0.621885027848184819E+02    0.304834415024146743E+02    0.600000000000000000E+02   -0.382237216337569876E+02
    0.444680422628600454E+02    0.303348201660713777E+02    0.600000000000000000E+02   -0.382143466049954341E+02
    0.633906689094673439E+02    0.253709010014183605E+02    0.600000000000000000E+02   -0.381989385672635891E+02
    0.607198181938515944E+02    0.242057517325832414E+02    0.600000000000000000E+02   -0.381815698164288193E+02
    0.449332341888596147E+02    0.293545403301979420E+02    0.600000000000000000E+02   -0.381703807089671656E+02
    0.588780081839582863E+02    0.239330627625721561E+02    0.600000000000000000E+02   -0.381637465143475367E+02
    0.637311158795718953E+02    0.288330886275400324E+02    0.600000000000000000E+02   -0.381035483127442802E+02
    0.477288558311563236E+02    0.266175455035456139E+02    0.600000000000000000E+02   -0.380884252153083764E+02
    0.557635348071606884E+02    0.240811485486849080E+02    0.600000000000000000E+02   -0.380477763331138448E+02
    0.599852917700657713E+02    0.242401683983688763E+02    0.600000000000000000E+02   -0.380368334094897307E+02
    0.533288911448141221E+02    0.344490005044519449E+02    0.600000000000000000E+02   -0.380288717736843722E+02
    0.571885386521424834E+02    0.240435302450508175E+02    0.600000000000000000E+02   -0.380054155220424263E+02
    0.460381019321689777E+02    0.338974930756917701E+02    0.600000000000000000E+02   -0.379991546702525653E+02
    0.492433847137344216E+02    0.348890850977895042E+02    0.600000000000000000E+02   -0.379971532380392887E+02
    0.582082973043716478E+02    0.240976855206264489E+02    0.600000000000000000E+02   -0.379699586462664271E+02
    0.448635129515893567E+02    0.299182403087935391E+02    0.600000000000000000E+02   -0.379502820652765251E+02
    0.540678591403494337E+02    0.244155294615373570E+02    0.600000000000000000E+02   -0.379361138416684938E+02
    0.592701742742327298E+02    0.242424312006267613E+02    0.600000000000000000E+02   -0.379333135151356018E+02
    0.641095086191393477E+02    0.266046945325090718E+02    0.600000000000000000E+02   -0.379254962851533435E+02
    0.509660351582239031E+02    0.252394350016054041E+02    0.600000000000000000E+02   -0.379078169275515648E+02
    0.560972083117529294E+02    0.242077409901573546E+02    0.600000000000000000E+02   -0.378876516607089471E+02
    0.542778068974900094E+02    0.244263476518836278E+02    0.600000000000000000E+02   -0.378847571664199876E+02
    0.449116640827082563E+02    0.321352422383506777E+02    0.600000000000000000E+02   -0.378842793361284080E+02
    0.620764460091171557E+02    0.300984107322993637E+02    0.600000000000000000E+02   -0.378841759347961258E+02
    0.630936067143019770E+02    0.256597372288456427E+02    0.600000000000000000E+02   -0.378809586864289827E+02
    0.640662639744842011E+02    0.276636971727638290E+02    0.600000000000000000E+02   -0.378717267792099790E+02
    0.621874674122520119E+02    0.252527795945120204E+02    0.600000000000000000E+02   -0.378589029769771770E+02
    0.622541846065482076E+02    0.252900584809654632E+02    0.600000000000000000E+02   -0.378495522472328787E+02
    0.584555862929441616E+02    0.242599670069576199E+02    0.600000000000000000E+02   -0.378395541524188417E+02
    0.497665173858142325E+02    0.257363952293046694E+02    0.600000000000000000E+02   -0.378378880076562538E+02
    0.634930931527833451E+02    0.260752940691664605E+02    0.600000000000000000E+02   -0.378160631910803957E+02
    0.531220423729579636E+02    0.247255094123438752E+02    0.600000000000000000E+02   -0.378150573345774745E+02
    0.608417898033874209E+02    0.248120777140415605E+02    0.600000000000000000E+02   -0.378130464162679800E+02
    0.511763200492445662E+02    0.252567397956964115E+02    0.600000000000000000E+02   -0.378049681704759024E+02
    0.624488383532839322E+02    0.296568674944280950E+02    0.600000000000000000E+02   -0.378009824726969299E+02
    0.566606381658006271E+02    0.242673028769120513E+02    0.600000000000000000E+02   -0.377983130847065780E+02
    0.638676509483319137E+02    0.266295292359200992E+02    0.600000000000000000E+02   -0.377970248247293412E+02
    0.448820981212200536E+02    0.314804701093963217E+02    0.600000000000000000E+02   -0.377906241824633611E+02
    0.622386715558603143E+02    0.253833457507965043E+02    0.600000000000000000E+02   -0.377685797756412001E+02
    0.506222870741079021E+02    0.254667197166463559E+02    0.600000000000000000E+02   -0.377679353101404445E+02
    0.448937942010006807E+02    0.312219608875572412E+02    0.600000000000000000E+02   -0.377613931137694578E+02
    0.484250031005528356E+02    0.265467830672711891E+02    0.600000000000000000E+02   -0.377113803666132696E+02
    0.455170723489250548E+02    0.292755930422275057E+02    0.600000000000000000E+02   -0.377102992801082380E+02
    0.449574832802250555E+02    0.309363018377372150E+02    0.600000000000000000E+02   -0.377022535492257873E+02
    0.497128258637198215E+02    0.346687465503838936E+02    0.600000000000000000E+02   -0.376950323453520824E+02
    0.637281000464312726E+02    0.268679712090341987E+02    0.600000000000000000E+02   -0.376797471305632143E+02
